Year,StateAbbr,StateDesc,CityName,Category,Measure,Data_Value,,PopulationCount,GeoLocation,CityName,,,MH,,
2015,MA,Massachusetts,Fall River,Health Outcomes,High blood pressure among adults aged >=18 Years,34.6,346,2900,"(41.6787937688, -71.1511534049)",Fall River,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,16.6,166,DP
2015,MA,Massachusetts,Fall River,Health Outcomes,High blood pressure among adults aged >=18 Years,37.6,376,3881,"(41.7282997108, -71.1364885205)",Fall River,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,16.8,168,IV
2015,MA,Massachusetts,Fall River,Health Outcomes,High blood pressure among adults aged >=18 Years,32.8,328,5358,"(41.6565701516, -71.1479131478)",Fall River,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,17.1,171,X
2015,MA,Massachusetts,Fall River,Health Outcomes,High blood pressure among adults aged >=18 Years,29.8,298,3813,"(41.6756789194, -71.1373623524)",Fall River,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,17.2,172,IH
2015,MA,Massachusetts,Fall River,Health Outcomes,High blood pressure among adults aged >=18 Years,32.7,327,2275,"(41.7074250056, -71.1521059299)",Fall River,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,17.7,177,EG
2015,MA,Massachusetts,Fall River,Health Outcomes,High blood pressure among adults aged >=18 Years,33.4,334,5165,"(41.6932386544, -71.1742952698)",Fall River,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,17.8,178,IE
2015,MA,Massachusetts,Fall River,Health Outcomes,High blood pressure among adults aged >=18 Years,34.3,343,88857,"(41.7139907598, -71.0996396919)",Fall River,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,17.9,179,CK
2015,MA,Massachusetts,Fall River,Health Outcomes,High blood pressure among adults aged >=18 Years,32.7,327,88857,"(41.7139907598, -71.0996396919)",Fall River,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,18.2,182,DI
2015,MA,Massachusetts,Fall River,Health Outcomes,High blood pressure among adults aged >=18 Years,34.1,341,2401,"(41.686812768, -71.1281485697)",Fall River,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,18.5,185,CP
2015,MA,Massachusetts,Fall River,Health Outcomes,High blood pressure among adults aged >=18 Years,36.9,369,5954,"(41.6793839735, -71.1715442044)",Fall River,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,19.5,195,IB
2015,MA,Massachusetts,Fall River,Health Outcomes,High blood pressure among adults aged >=18 Years,33.1,331,4450,"(41.6879151121, -71.1536821714)",Fall River,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,19.6,196,IF
2015,MA,Massachusetts,Fall River,Health Outcomes,High blood pressure among adults aged >=18 Years,35.1,351,3693,"(41.6797448871, -71.189772141)",Fall River,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,19.7,197,CI
2015,MA,Massachusetts,Fall River,Health Outcomes,High blood pressure among adults aged >=18 Years,35.6,356,2803,"(41.6978476968, -71.1454779246)",Fall River,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,19.9,199,IL
2015,MA,Massachusetts,Fall River,Health Outcomes,High blood pressure among adults aged >=18 Years,34.4,344,5326,"(41.6969067501, -71.1361909944)",Fall River,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,20.9,209,IM
2015,MA,Massachusetts,Fall River,Health Outcomes,High blood pressure among adults aged >=18 Years,35,350,2586,"(41.6878442273, -71.1351037485)",Fall River,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,20.9,209,IM
2015,MA,Massachusetts,Fall River,Health Outcomes,High blood pressure among adults aged >=18 Years,35.1,351,3274,"(41.7133128255, -71.1578114297)",Fall River,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,21.3,213,IT
2015,MA,Massachusetts,Fall River,Health Outcomes,High blood pressure among adults aged >=18 Years,39.8,398,2419,"(41.7021889722, -71.1656079696)",Fall River,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,21.5,215,IJ
2015,MA,Massachusetts,Fall River,Health Outcomes,High blood pressure among adults aged >=18 Years,34,340,5071,"(41.6956688519, -71.1654631857)",Fall River,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,21.8,218,II
2015,MA,Massachusetts,Fall River,Health Outcomes,High blood pressure among adults aged >=18 Years,48.4,484,1712,"(41.6997374755, -71.1558547349)",Fall River,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,22.4,224,BS
2015,MA,Massachusetts,Lawrence,Health Outcomes,High blood pressure among adults aged >=18 Years,28.3,283,7154,"(42.6837855377, -71.170637015)",Lawrence,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,13.3,133,V
2015,MA,Massachusetts,Lawrence,Health Outcomes,High blood pressure among adults aged >=18 Years,25.5,255,5145,"(42.6881069193, -71.1464019526)",Lawrence,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,15.8,158,AT
2015,MA,Massachusetts,Lawrence,Health Outcomes,High blood pressure among adults aged >=18 Years,25.9,259,5599,"(42.7200925292, -71.1626288981)",Lawrence,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,16.3,163,DV
2015,MA,Massachusetts,Lawrence,Health Outcomes,High blood pressure among adults aged >=18 Years,27.4,274,5524,"(42.7067506313, -71.1840842937)",Lawrence,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,16.8,168,IV
2015,MA,Massachusetts,Lawrence,Health Outcomes,High blood pressure among adults aged >=18 Years,31.3,313,76377,"(42.7002772201, -71.1626790341)",Lawrence,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,16.9,169,AZ
2015,MA,Massachusetts,Lawrence,Health Outcomes,High blood pressure among adults aged >=18 Years,34.9,349,2329,"(42.7058713154, -71.1592144532)",Lawrence,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,17.1,171,X
2015,MA,Massachusetts,Lawrence,Health Outcomes,High blood pressure among adults aged >=18 Years,25.3,253,1782,"(42.7113648202, -71.159382007)",Lawrence,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,17.2,172,IH
2015,MA,Massachusetts,Lawrence,Health Outcomes,High blood pressure among adults aged >=18 Years,28.4,284,76377,"(42.7002772201, -71.1626790341)",Lawrence,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,17.3,173,CS
2015,MA,Massachusetts,Lawrence,Health Outcomes,High blood pressure among adults aged >=18 Years,28,280,6932,"(42.7145360337, -71.1427884895)",Lawrence,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,17.5,175,AA
2015,MA,Massachusetts,Lawrence,Health Outcomes,High blood pressure among adults aged >=18 Years,25.8,258,4756,"(42.714949503, -71.1557769421)",Lawrence,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,17.7,177,EG
2015,MA,Massachusetts,Lawrence,Health Outcomes,High blood pressure among adults aged >=18 Years,27.8,278,5053,"(42.6982702501, -71.1804344113)",Lawrence,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,17.7,177,EG
2015,MA,Massachusetts,Lawrence,Health Outcomes,High blood pressure among adults aged >=18 Years,27.7,277,6149,"(42.69288081, -71.1729355094)",Lawrence,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,18.0,180,CX
2015,MA,Massachusetts,Lawrence,Health Outcomes,High blood pressure among adults aged >=18 Years,24.4,244,2101,"(42.7121069046, -71.1772570352)",Lawrence,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,18.3,183,CF
2015,MA,Massachusetts,Lawrence,Health Outcomes,High blood pressure among adults aged >=18 Years,42,420,2937,"(42.7122741421, -71.1694987658)",Lawrence,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,18.4,184,JL
2015,MA,Massachusetts,Lawrence,Health Outcomes,High blood pressure among adults aged >=18 Years,27,270,3721,"(42.7013005906, -71.1720095966)",Lawrence,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,18.5,185,CP
2015,MA,Massachusetts,Lawrence,Health Outcomes,High blood pressure among adults aged >=18 Years,32.2,322,1357,"(42.7091504005, -71.1672342572)",Lawrence,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,18.6,186,JM
2015,MA,Massachusetts,Lawrence,Health Outcomes,High blood pressure among adults aged >=18 Years,28.4,284,5977,"(42.7007182118, -71.1517797367)",Lawrence,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,18.6,186,JM
2015,MA,Massachusetts,Lawrence,Health Outcomes,High blood pressure among adults aged >=18 Years,25.5,255,3810,"(42.71656398, -71.1687125732)",Lawrence,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,19.1,191,BA
2015,MA,Massachusetts,Lawrence,Health Outcomes,High blood pressure among adults aged >=18 Years,31.4,314,2193,"(42.7116483182, -71.1540258474)",Lawrence,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,19.8,198,CY
2015,MA,Massachusetts,Lawrence,Health Outcomes,High blood pressure among adults aged >=18 Years,31.6,316,3858,"(42.7174358138, -71.1741233794)",Lawrence,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,20.1,201,DB
2015,MA,Massachusetts,Lowell,Health Outcomes,High blood pressure among adults aged >=18 Years,29.7,297,3960,"(42.6368993461, -71.2835661176)",Lowell,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,11.6,116,D
2015,MA,Massachusetts,Lowell,Health Outcomes,High blood pressure among adults aged >=18 Years,27.9,279,5295,"(42.6208008613, -71.3326972677)",Lowell,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,12.3,123,CN
2015,MA,Massachusetts,Lowell,Health Outcomes,High blood pressure among adults aged >=18 Years,31.3,313,5746,"(42.6496046039, -71.3651866451)",Lowell,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,12.5,125,KA
2015,MA,Massachusetts,Lowell,Health Outcomes,High blood pressure among adults aged >=18 Years,27.2,272,4931,"(42.6247665527, -71.2884150964)",Lowell,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,12.6,126,FK
2015,MA,Massachusetts,Lowell,Health Outcomes,High blood pressure among adults aged >=18 Years,30.4,304,4464,"(42.6462398377, -71.2823658978)",Lowell,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,12.9,129,EK
2015,MA,Massachusetts,Lowell,Health Outcomes,High blood pressure among adults aged >=18 Years,29.5,295,5825,"(42.6489185887, -71.3416999806)",Lowell,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,13.4,134,A
2015,MA,Massachusetts,Lowell,Health Outcomes,High blood pressure among adults aged >=18 Years,28.2,282,5976,"(42.6538942437, -71.2968936282)",Lowell,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,13.7,137,B
2015,MA,Massachusetts,Lowell,Health Outcomes,High blood pressure among adults aged >=18 Years,27.2,272,5098,"(42.6299191769, -71.3250374347)",Lowell,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,13.8,138,J
2015,MA,Massachusetts,Lowell,Health Outcomes,High blood pressure among adults aged >=18 Years,26.2,262,4309,"(42.6213642756, -71.3084417481)",Lowell,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,13.8,138,J
2015,MA,Massachusetts,Lowell,Health Outcomes,High blood pressure among adults aged >=18 Years,27.2,272,4057,"(42.6370925117, -71.3352753234)",Lowell,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,14.0,140,R
2015,MA,Massachusetts,Lowell,Health Outcomes,High blood pressure among adults aged >=18 Years,27.5,275,5986,"(42.6328814827, -71.352225058)",Lowell,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,14.3,143,N
2015,MA,Massachusetts,Lowell,Health Outcomes,High blood pressure among adults aged >=18 Years,30.7,307,106519,"(42.6388727331, -71.321714396)",Lowell,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,14.5,145,EI
2015,MA,Massachusetts,Lowell,Health Outcomes,High blood pressure among adults aged >=18 Years,22.8,228,3449,"(42.6560016415, -71.3258152613)",Lowell,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,14.5,145,EI
2015,MA,Massachusetts,Lowell,Health Outcomes,High blood pressure among adults aged >=18 Years,28.7,287,2974,"(42.6305381463, -71.3345645476)",Lowell,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,14.6,146,CR
2015,MA,Massachusetts,Lowell,Health Outcomes,High blood pressure among adults aged >=18 Years,28.3,283,106519,"(42.6388727331, -71.321714396)",Lowell,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,14.7,147,JU
2015,MA,Massachusetts,Lowell,Health Outcomes,High blood pressure among adults aged >=18 Years,29,290,6016,"(42.6598047415, -71.3090053279)",Lowell,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,15.5,155,CE
2015,MA,Massachusetts,Lowell,Health Outcomes,High blood pressure among adults aged >=18 Years,28,280,3149,"(42.6301680256, -71.3033101476)",Lowell,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,15.5,155,CE
2015,MA,Massachusetts,Lowell,Health Outcomes,High blood pressure among adults aged >=18 Years,26.1,261,4441,"(42.6445320505, -71.3313222727)",Lowell,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,15.7,157,KC
2015,MA,Massachusetts,Lowell,Health Outcomes,High blood pressure among adults aged >=18 Years,28.2,282,3267,"(42.6380042517, -71.3242966999)",Lowell,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,15.8,158,AT
2015,MA,Massachusetts,Lowell,Health Outcomes,High blood pressure among adults aged >=18 Years,28.2,282,5267,"(42.6449414944, -71.3104000954)",Lowell,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,15.9,159,GI
2015,MA,Massachusetts,Lowell,Health Outcomes,High blood pressure among adults aged >=18 Years,28.3,283,3513,"(42.6336773739, -71.3186334672)",Lowell,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,16.1,161,GB
2015,MA,Massachusetts,Lowell,Health Outcomes,High blood pressure among adults aged >=18 Years,26.8,268,2410,"(42.6423918456, -71.3209228123)",Lowell,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,17.0,170,BC
2015,MA,Massachusetts,Lowell,Health Outcomes,High blood pressure among adults aged >=18 Years,33.4,334,2354,"(42.6418074089, -71.3012666139)",Lowell,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,17.4,174,BR
2015,MA,Massachusetts,Lowell,Health Outcomes,High blood pressure among adults aged >=18 Years,29.2,292,2938,"(42.6345752468, -71.3071734485)",Lowell,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,17.8,178,IE
2015,MA,Massachusetts,Lowell,Health Outcomes,High blood pressure among adults aged >=18 Years,29.7,297,3245,"(42.6544321774, -71.3111683205)",Lowell,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,18.3,183,CF
2015,MA,Massachusetts,Lowell,Health Outcomes,High blood pressure among adults aged >=18 Years,36.6,366,2429,"(42.6380023301, -71.3095761789)",Lowell,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,18.5,185,CP
2015,MA,Massachusetts,Lowell,Health Outcomes,High blood pressure among adults aged >=18 Years,26,260,5420,"(42.6502721483, -71.3189255267)",Lowell,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,18.5,185,CP
2015,MA,Massachusetts,Lynn,Health Outcomes,High blood pressure among adults aged >=18 Years,28.4,284,5048,"(42.4928085571, -70.9861924292)",Lynn,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,11.2,112,Q
2015,MA,Massachusetts,Lynn,Health Outcomes,High blood pressure among adults aged >=18 Years,27.4,274,4490,"(42.4901674602, -70.9625947657)",Lynn,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,12.4,124,Y
2015,MA,Massachusetts,Lynn,Health Outcomes,High blood pressure among adults aged >=18 Years,28.5,285,5352,"(42.4868058299, -70.9418844824)",Lynn,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,12.6,126,FK
2015,MA,Massachusetts,Lynn,Health Outcomes,High blood pressure among adults aged >=18 Years,28.6,286,5319,"(42.4803435392, -70.9526727414)",Lynn,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,14.0,140,R
2015,MA,Massachusetts,Lynn,Health Outcomes,High blood pressure among adults aged >=18 Years,27,270,4650,"(42.4656997909, -70.9781557455)",Lynn,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,14.0,140,R
2015,MA,Massachusetts,Lynn,Health Outcomes,High blood pressure among adults aged >=18 Years,29.5,295,4243,"(42.4667749237, -70.9272546474)",Lynn,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,14.2,142,LL
2015,MA,Massachusetts,Lynn,Health Outcomes,High blood pressure among adults aged >=18 Years,28.1,281,5249,"(42.4778026467, -70.9328546536)",Lynn,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,14.9,149,DW
2015,MA,Massachusetts,Lynn,Health Outcomes,High blood pressure among adults aged >=18 Years,29.9,299,90329,"(42.4783322881, -70.9662372538)",Lynn,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,15.3,153,BB
2015,MA,Massachusetts,Lynn,Health Outcomes,High blood pressure among adults aged >=18 Years,29.5,295,90329,"(42.4783322881, -70.9662372538)",Lynn,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,15.4,154,KV
2015,MA,Massachusetts,Lynn,Health Outcomes,High blood pressure among adults aged >=18 Years,27.4,274,3312,"(42.4588709985, -70.9738927197)",Lynn,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,15.6,156,IR
2015,MA,Massachusetts,Lynn,Health Outcomes,High blood pressure among adults aged >=18 Years,31.5,315,4080,"(42.4619936959, -70.9336396094)",Lynn,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,15.6,156,IR
2015,MA,Massachusetts,Lynn,Health Outcomes,High blood pressure among adults aged >=18 Years,33,330,2939,"(42.4520786243, -70.9632179437)",Lynn,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,15.8,158,AT
2015,MA,Massachusetts,Lynn,Health Outcomes,High blood pressure among adults aged >=18 Years,28.2,282,4606,"(42.4749005466, -70.9608973454)",Lynn,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,16.0,160,T
2015,MA,Massachusetts,Lynn,Health Outcomes,High blood pressure among adults aged >=18 Years,28.3,283,3773,"(42.4739913762, -70.9412388884)",Lynn,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,16.0,160,T
2015,MA,Massachusetts,Lynn,Health Outcomes,High blood pressure among adults aged >=18 Years,38.6,386,3965,"(42.4599768368, -70.9407597683)",Lynn,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,16.0,160,T
2015,MA,Massachusetts,Lynn,Health Outcomes,High blood pressure among adults aged >=18 Years,32.9,329,3881,"(42.4695709949, -70.9863897964)",Lynn,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,16.4,164,BV
2015,MA,Massachusetts,Lynn,Health Outcomes,High blood pressure among adults aged >=18 Years,27.8,278,4350,"(42.4684749259, -70.9686726817)",Lynn,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,16.5,165,LE
2015,MA,Massachusetts,Lynn,Health Outcomes,High blood pressure among adults aged >=18 Years,25.3,253,3513,"(42.4595512108, -70.9654722819)",Lynn,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,16.6,166,DP
2015,MA,Massachusetts,Lynn,Health Outcomes,High blood pressure among adults aged >=18 Years,27.9,279,3358,"(42.4711610547, -70.9318679254)",Lynn,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,16.7,167,AY
2015,MA,Massachusetts,Lynn,Health Outcomes,High blood pressure among adults aged >=18 Years,28,280,3844,"(42.4656927852, -70.9547242425)",Lynn,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,17.2,172,IH
2015,MA,Massachusetts,Lynn,Health Outcomes,High blood pressure among adults aged >=18 Years,39.8,398,2198,"(42.4599477495, -70.9515052879)",Lynn,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,17.6,176,Z
2015,MA,Massachusetts,Lynn,Health Outcomes,High blood pressure among adults aged >=18 Years,27.8,278,3359,"(42.4657301536, -70.9623463352)",Lynn,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,18.7,187,LF
2015,MA,Massachusetts,Lynn,Health Outcomes,High blood pressure among adults aged >=18 Years,26.4,264,5254,"(42.4697278322, -70.9485567443)",Lynn,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,19.0,190,CZ
2015,MA,Massachusetts,Lynn,Health Outcomes,High blood pressure among adults aged >=18 Years,33.6,336,3546,"(42.4665242793, -70.9436848565)",Lynn,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,19.0,190,CZ
2015,MA,Massachusetts,New Bedford,Health Outcomes,High blood pressure among adults aged >=18 Years,34.2,342,2836,"(41.6259684751, -70.9450613737)",New Bedford,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,12.6,126,FK
2015,MA,Massachusetts,New Bedford,Health Outcomes,High blood pressure among adults aged >=18 Years,32.9,329,2916,"(41.6885155475, -70.9583393039)",New Bedford,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,14.1,141,DC
2015,MA,Massachusetts,New Bedford,Health Outcomes,High blood pressure among adults aged >=18 Years,33.1,331,3277,"(41.6006899327, -70.9071554844)",New Bedford,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,14.1,141,DC
2015,MA,Massachusetts,New Bedford,Health Outcomes,High blood pressure among adults aged >=18 Years,35,350,5753,"(41.7174571264, -70.940427262)",New Bedford,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,14.4,144,P
2015,MA,Massachusetts,New Bedford,Health Outcomes,High blood pressure among adults aged >=18 Years,34.1,341,3833,"(41.6414262082, -70.9508024298)",New Bedford,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,14.9,149,DW
2015,MA,Massachusetts,New Bedford,Health Outcomes,High blood pressure among adults aged >=18 Years,40.2,402,2865,"(41.6533313701, -70.9594768789)",New Bedford,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,15.1,151,S
2015,MA,Massachusetts,New Bedford,Health Outcomes,High blood pressure among adults aged >=18 Years,33.2,332,3304,"(41.6805603996, -70.9227459597)",New Bedford,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,15.3,153,BB
2015,MA,Massachusetts,New Bedford,Health Outcomes,High blood pressure among adults aged >=18 Years,37.2,372,2142,"(41.6741199691, -70.9355291158)",New Bedford,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,15.4,154,KV
2015,MA,Massachusetts,New Bedford,Health Outcomes,High blood pressure among adults aged >=18 Years,32.2,322,3862,"(41.6339613051, -70.9428822835)",New Bedford,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,16.4,164,BV
2015,MA,Massachusetts,New Bedford,Health Outcomes,High blood pressure among adults aged >=18 Years,32.4,324,4879,"(41.7147277251, -70.9484741386)",New Bedford,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,17.1,171,X
2015,MA,Massachusetts,New Bedford,Health Outcomes,High blood pressure among adults aged >=18 Years,34.8,348,2815,"(41.6276711571, -70.933949119)",New Bedford,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,17.3,173,CS
2015,MA,Massachusetts,New Bedford,Health Outcomes,High blood pressure among adults aged >=18 Years,32.3,323,3141,"(41.6691679559, -70.9334549219)",New Bedford,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,17.6,176,Z
2015,MA,Massachusetts,New Bedford,Health Outcomes,High blood pressure among adults aged >=18 Years,33.2,332,3115,"(41.6408755444, -70.941970097)",New Bedford,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,17.6,176,Z
2015,MA,Massachusetts,New Bedford,Health Outcomes,High blood pressure among adults aged >=18 Years,34.5,345,95072,"(41.6712667258, -70.9441204537)",New Bedford,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,18.0,180,CX
2015,MA,Massachusetts,New Bedford,Health Outcomes,High blood pressure among adults aged >=18 Years,33.1,331,95072,"(41.6712667258, -70.9441204537)",New Bedford,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,18.3,183,CF
2015,MA,Massachusetts,New Bedford,Health Outcomes,High blood pressure among adults aged >=18 Years,35.7,357,3215,"(41.6435664789, -70.9338518784)",New Bedford,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,18.5,185,CP
2015,MA,Massachusetts,New Bedford,Health Outcomes,High blood pressure among adults aged >=18 Years,35.8,358,2676,"(41.6266978426, -70.9278159482)",New Bedford,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,18.5,185,CP
2015,MA,Massachusetts,New Bedford,Health Outcomes,High blood pressure among adults aged >=18 Years,37.6,376,1983,"(41.6349577726, -70.9338316392)",New Bedford,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,18.7,187,LF
2015,MA,Massachusetts,New Bedford,Health Outcomes,High blood pressure among adults aged >=18 Years,36.1,361,2227,"(41.6437477671, -70.9234922548)",New Bedford,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,19.0,190,CZ
2015,MA,Massachusetts,New Bedford,Health Outcomes,High blood pressure among adults aged >=18 Years,48.4,484,1745,"(41.6365069121, -70.9212527418)",New Bedford,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,19.1,191,BA
2015,MA,Massachusetts,New Bedford,Health Outcomes,High blood pressure among adults aged >=18 Years,35.6,356,2664,"(41.6153276166, -70.9305645596)",New Bedford,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,19.2,192,MU
2015,MA,Massachusetts,New Bedford,Health Outcomes,High blood pressure among adults aged >=18 Years,32.6,326,3773,"(41.6699723722, -70.9228328919)",New Bedford,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,19.3,193,FX
2015,MA,Massachusetts,New Bedford,Health Outcomes,High blood pressure among adults aged >=18 Years,35.9,359,2870,"(41.6201088109, -70.9387232835)",New Bedford,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,19.9,199,IL
2015,MA,Massachusetts,New Bedford,Health Outcomes,High blood pressure among adults aged >=18 Years,28,280,2583,"(41.6603614367, -70.9232559836)",New Bedford,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,20.3,203,MC
2015,MA,Massachusetts,New Bedford,Health Outcomes,High blood pressure among adults aged >=18 Years,35.6,356,2759,"(41.6642945911, -70.9242197317)",New Bedford,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,20.8,208,CJ
2015,MA,Massachusetts,New Bedford,Health Outcomes,High blood pressure among adults aged >=18 Years,33.5,335,2867,"(41.6581443809, -70.9413219538)",New Bedford,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,21.1,211,ME
2015,MA,Massachusetts,New Bedford,Health Outcomes,High blood pressure among adults aged >=18 Years,33.1,331,2589,"(41.6173195787, -70.9247602261)",New Bedford,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,21.2,212,MV
2015,MA,Massachusetts,New Bedford,Health Outcomes,High blood pressure among adults aged >=18 Years,34.7,347,4117,"(41.650625615, -70.9351698877)",New Bedford,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 Years,21.3,213,IT
