Year,StateAbbr,StateDesc,CityName,Category,Measure,Data_Value,PopulationCount,343,Datavalue,MH
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,37.5,1737,Mental health not good for >=14 days among adults aged >=18 Years,9.8,M
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,27.9,4306,Mental health not good for >=14 days among adults aged >=18 Years,12.8,BT
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,29.8,3310,Mental health not good for >=14 days among adults aged >=18 Years,18,DL
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,27.2,5234,Mental health not good for >=14 days among adults aged >=18 Years,17.5,BN
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,29.3,4113,Mental health not good for >=14 days among adults aged >=18 Years,15.1,CW
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,33.7,5345,Mental health not good for >=14 days among adults aged >=18 Years,14.7,AL
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,40.5,2334,Mental health not good for >=14 days among adults aged >=18 Years,12.6,BA
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,28.5,3565,Mental health not good for >=14 days among adults aged >=18 Years,17.9,DT
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,27.1,3373,Mental health not good for >=14 days among adults aged >=18 Years,17.6,EQ
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,29.1,3300,Mental health not good for >=14 days among adults aged >=18 Years,16.5,AR
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,28,3378,Mental health not good for >=14 days among adults aged >=18 Years,15.8,CX
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,31.3,4403,Mental health not good for >=14 days among adults aged >=18 Years,17.7,BH
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,28.6,2551,Mental health not good for >=14 days among adults aged >=18 Years,16.9,CB
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,31.5,3319,Mental health not good for >=14 days among adults aged >=18 Years,15.5,CS
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,44,3359,Mental health not good for >=14 days among adults aged >=18 Years,15.2,CZ
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,35,2715,Mental health not good for >=14 days among adults aged >=18 Years,13.8,BX
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,32.6,3507,Mental health not good for >=14 days among adults aged >=18 Years,16.4,CR
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,28.8,3403,Mental health not good for >=14 days among adults aged >=18 Years,16.5,AR
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,30,2816,Mental health not good for >=14 days among adults aged >=18 Years,19.1,DQ
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,27.9,2621,Mental health not good for >=14 days among adults aged >=18 Years,14.7,AL
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,22.5,2773,Mental health not good for >=14 days among adults aged >=18 Years,16.7,DX
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,13.8,3095,Mental health not good for >=14 days among adults aged >=18 Years,12.6,BA
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,16.9,3664,Mental health not good for >=14 days among adults aged >=18 Years,15.5,CS
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,30.2,3237,Mental health not good for >=14 days among adults aged >=18 Years,14.3,BI
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,29.9,4655,Mental health not good for >=14 days among adults aged >=18 Years,15.6,DU
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,29.7,3877,Mental health not good for >=14 days among adults aged >=18 Years,16.1,DP
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,31.2,3965,Mental health not good for >=14 days among adults aged >=18 Years,17.1,CK
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,31.1,4963,Mental health not good for >=14 days among adults aged >=18 Years,17.4,DS
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,25.7,5631,Mental health not good for >=14 days among adults aged >=18 Years,15.8,CX
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,9.3,3748,Mental health not good for >=14 days among adults aged >=18 Years,19.5,CN
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,33.2,2433,Mental health not good for >=14 days among adults aged >=18 Years,18.2,BV
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,28.3,2789,Mental health not good for >=14 days among adults aged >=18 Years,18.5,EM
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,30.8,2392,Mental health not good for >=14 days among adults aged >=18 Years,19.1,DQ
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,28.7,2025,Mental health not good for >=14 days among adults aged >=18 Years,19.1,DQ
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,28,3224,Mental health not good for >=14 days among adults aged >=18 Years,16.8,CA
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,20.7,3140,Mental health not good for >=14 days among adults aged >=18 Years,13.4,E
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,28.4,2369,Mental health not good for >=14 days among adults aged >=18 Years,18.3,CO
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,29.3,3425,Mental health not good for >=14 days among adults aged >=18 Years,18.5,EM
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,11.5,4856,Mental health not good for >=14 days among adults aged >=18 Years,18.7,BW
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,29.7,2068,Mental health not good for >=14 days among adults aged >=18 Years,20,EL
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,30.5,1604,Mental health not good for >=14 days among adults aged >=18 Years,15.8,CX
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,27.9,3491,Mental health not good for >=14 days among adults aged >=18 Years,19.9,EJ
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,28.8,4906,Mental health not good for >=14 days among adults aged >=18 Years,19.3,EU
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,27.4,6170,Mental health not good for >=14 days among adults aged >=18 Years,20.1,DZ
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,27.7,4662,Mental health not good for >=14 days among adults aged >=18 Years,20.4,CG
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,27,3599,Mental health not good for >=14 days among adults aged >=18 Years,20.2,CI
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,26.9,4916,Mental health not good for >=14 days among adults aged >=18 Years,19.8,AF
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,31.7,3806,Mental health not good for >=14 days among adults aged >=18 Years,19.7,CH
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,27.2,4389,Mental health not good for >=14 days among adults aged >=18 Years,20.2,CI
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,27.5,4449,Mental health not good for >=14 days among adults aged >=18 Years,20.4,CG
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,29,3219,Mental health not good for >=14 days among adults aged >=18 Years,21.8,EZ
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,27.6,3320,Mental health not good for >=14 days among adults aged >=18 Years,20.9,FA
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,27.4,3150,Mental health not good for >=14 days among adults aged >=18 Years,20.6,EN
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,26.6,5220,Mental health not good for >=14 days among adults aged >=18 Years,19.9,EJ
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,28.9,5049,Mental health not good for >=14 days among adults aged >=18 Years,21.4,EW
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,28.6,4235,Mental health not good for >=14 days among adults aged >=18 Years,19.7,CH
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,27.5,4492,Mental health not good for >=14 days among adults aged >=18 Years,20.3,EV
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,26.7,5575,Mental health not good for >=14 days among adults aged >=18 Years,19,DY
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,29.5,3216,Mental health not good for >=14 days among adults aged >=18 Years,21.2,EP
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,25.6,4557,Mental health not good for >=14 days among adults aged >=18 Years,18.2,BV
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,31,4394,Mental health not good for >=14 days among adults aged >=18 Years,20.3,EV
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,29.3,5498,Mental health not good for >=14 days among adults aged >=18 Years,22.4,FB
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,31.8,3343,Mental health not good for >=14 days among adults aged >=18 Years,22.1,FC
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,26.9,4729,Mental health not good for >=14 days among adults aged >=18 Years,19,DY
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,33.8,3350,Mental health not good for >=14 days among adults aged >=18 Years,19.8,AF
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,30.3,3688,Mental health not good for >=14 days among adults aged >=18 Years,19.2,CC
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,32,3824,Mental health not good for >=14 days among adults aged >=18 Years,19,DY
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,33.8,5348,Mental health not good for >=14 days among adults aged >=18 Years,19.1,DQ
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,33.1,4688,Mental health not good for >=14 days among adults aged >=18 Years,17.4,DS
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,34.2,4752,Mental health not good for >=14 days among adults aged >=18 Years,14.6,AQ
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,32.1,7110,Mental health not good for >=14 days among adults aged >=18 Years,16.6,BU
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,29.9,4358,Mental health not good for >=14 days among adults aged >=18 Years,21.2,EP
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,30.4,4966,Mental health not good for >=14 days among adults aged >=18 Years,18.7,BW
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,28.4,5303,Mental health not good for >=14 days among adults aged >=18 Years,21.5,ER
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,28.9,5968,Mental health not good for >=14 days among adults aged >=18 Years,19.9,EJ
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,31,3191,Mental health not good for >=14 days among adults aged >=18 Years,17.8,CQ
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,30.1,5263,Mental health not good for >=14 days among adults aged >=18 Years,19.9,EJ
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,34.3,3119,Mental health not good for >=14 days among adults aged >=18 Years,18.4,CU
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,33.6,3926,Mental health not good for >=14 days among adults aged >=18 Years,16.6,BU
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,34.5,6957,Mental health not good for >=14 days among adults aged >=18 Years,17.1,CK
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,34.1,4619,Mental health not good for >=14 days among adults aged >=18 Years,17.4,DS
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,32.5,6288,Mental health not good for >=14 days among adults aged >=18 Years,17.6,EQ
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,30.8,5895,Mental health not good for >=14 days among adults aged >=18 Years,18.2,BV
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,29.3,3823,Mental health not good for >=14 days among adults aged >=18 Years,19.4,EO
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,37.9,5335,Mental health not good for >=14 days among adults aged >=18 Years,13.2,AM
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,43.9,2376,Mental health not good for >=14 days among adults aged >=18 Years,11.2,O
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,43,4098,Mental health not good for >=14 days among adults aged >=18 Years,13.5,BF
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,36.2,2728,Mental health not good for >=14 days among adults aged >=18 Years,13.8,BX
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,40.3,2698,Mental health not good for >=14 days among adults aged >=18 Years,14.6,AQ
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,39.3,5024,Mental health not good for >=14 days among adults aged >=18 Years,15.3,BQ
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,38.7,3888,Mental health not good for >=14 days among adults aged >=18 Years,15.8,CX
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,34.9,3426,Mental health not good for >=14 days among adults aged >=18 Years,13.8,BX
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,39.6,2999,Mental health not good for >=14 days among adults aged >=18 Years,21.4,EW
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,36.8,4005,Mental health not good for >=14 days among adults aged >=18 Years,17,BJ
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,36.6,4520,Mental health not good for >=14 days among adults aged >=18 Years,11.5,AB
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,38.5,2781,Mental health not good for >=14 days among adults aged >=18 Years,14.2,CV
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,39,4557,Mental health not good for >=14 days among adults aged >=18 Years,15.5,CS
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,38.8,4113,Mental health not good for >=14 days among adults aged >=18 Years,9.6,F
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,42.6,5265,Mental health not good for >=14 days among adults aged >=18 Years,14.2,CV
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,34,6192,Mental health not good for >=14 days among adults aged >=18 Years,17.5,BN
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,37.2,3417,Mental health not good for >=14 days among adults aged >=18 Years,16.5,AR
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,36.8,3203,Mental health not good for >=14 days among adults aged >=18 Years,18.6,CL
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,40.3,4113,Mental health not good for >=14 days among adults aged >=18 Years,10.5,AA
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,31.5,3705,Mental health not good for >=14 days among adults aged >=18 Years,18.8,FD
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,31.9,3254,Mental health not good for >=14 days among adults aged >=18 Years,18.6,CL
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,31,3506,Mental health not good for >=14 days among adults aged >=18 Years,17,BJ
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,32.1,4388,Mental health not good for >=14 days among adults aged >=18 Years,16.3,DO
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,36.1,5262,Mental health not good for >=14 days among adults aged >=18 Years,14.6,AQ
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,31.9,3616,Mental health not good for >=14 days among adults aged >=18 Years,16.2,AU
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,36.2,3526,Mental health not good for >=14 days among adults aged >=18 Years,16.9,CB
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,30.7,2675,Mental health not good for >=14 days among adults aged >=18 Years,18.8,FD
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,30.5,4259,Mental health not good for >=14 days among adults aged >=18 Years,16.8,CA
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,28.8,3887,Mental health not good for >=14 days among adults aged >=18 Years,18.1,AT
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,29.1,3153,Mental health not good for >=14 days among adults aged >=18 Years,19.9,EJ
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,34.5,4371,Mental health not good for >=14 days among adults aged >=18 Years,14.8,AW
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,42.1,3621,Mental health not good for >=14 days among adults aged >=18 Years,14.3,BI
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,40.7,5864,Mental health not good for >=14 days among adults aged >=18 Years,13.9,AE
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,38.9,4626,Mental health not good for >=14 days among adults aged >=18 Years,13.8,BX
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,41.4,5267,Mental health not good for >=14 days among adults aged >=18 Years,14.7,AL
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,30.8,4821,Mental health not good for >=14 days among adults aged >=18 Years,20.9,FA
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,32.3,3787,Mental health not good for >=14 days among adults aged >=18 Years,20.7,DR
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,43.3,4497,Mental health not good for >=14 days among adults aged >=18 Years,12.4,AC
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,29.8,3562,Mental health not good for >=14 days among adults aged >=18 Years,20.3,EV
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,28.6,4724,Mental health not good for >=14 days among adults aged >=18 Years,19.1,DQ
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,29,3996,Mental health not good for >=14 days among adults aged >=18 Years,19.6,ES
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,27.6,3444,Mental health not good for >=14 days among adults aged >=18 Years,18.3,CO
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,27.4,2879,Mental health not good for >=14 days among adults aged >=18 Years,18.4,CU
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,31.7,3454,Mental health not good for >=14 days among adults aged >=18 Years,18.6,CL
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,30.8,3372,Mental health not good for >=14 days among adults aged >=18 Years,19.2,CC
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,28,3755,Mental health not good for >=14 days among adults aged >=18 Years,19.6,ES
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,31.1,3313,Mental health not good for >=14 days among adults aged >=18 Years,20.3,EV
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,30.2,4261,Mental health not good for >=14 days among adults aged >=18 Years,19.7,CH
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,31.2,3927,Mental health not good for >=14 days among adults aged >=18 Years,19,DY
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,30.6,3412,Mental health not good for >=14 days among adults aged >=18 Years,20,EL
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,30.2,4902,Mental health not good for >=14 days among adults aged >=18 Years,18.9,CE
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,30.9,3673,Mental health not good for >=14 days among adults aged >=18 Years,19.6,ES
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,31.6,5055,Mental health not good for >=14 days among adults aged >=18 Years,18.2,BV
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,30.9,5252,Mental health not good for >=14 days among adults aged >=18 Years,18.9,CE
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,29.3,5691,Mental health not good for >=14 days among adults aged >=18 Years,17.7,BH
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,30.3,5383,Mental health not good for >=14 days among adults aged >=18 Years,18.9,CE
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,33.7,3854,Mental health not good for >=14 days among adults aged >=18 Years,17,BJ
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,32.7,5655,Mental health not good for >=14 days among adults aged >=18 Years,20.2,CI
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,32.1,4932,Mental health not good for >=14 days among adults aged >=18 Years,19.1,DQ
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,31.9,6161,Mental health not good for >=14 days among adults aged >=18 Years,17.1,CK
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,31.1,4377,Mental health not good for >=14 days among adults aged >=18 Years,18,DL
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,31.5,5620,Mental health not good for >=14 days among adults aged >=18 Years,19.6,ES
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,31.9,4285,Mental health not good for >=14 days among adults aged >=18 Years,19,DY
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,31.2,3606,Mental health not good for >=14 days among adults aged >=18 Years,17.3,DK
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,29.8,3074,Mental health not good for >=14 days among adults aged >=18 Years,19,DY
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,30.9,4564,Mental health not good for >=14 days among adults aged >=18 Years,19.1,DQ
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,34,2898,Mental health not good for >=14 days among adults aged >=18 Years,15.8,CX
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,37.2,4943,Mental health not good for >=14 days among adults aged >=18 Years,19,DY
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,33.5,2313,Mental health not good for >=14 days among adults aged >=18 Years,15.9,CT
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,31.4,3285,Mental health not good for >=14 days among adults aged >=18 Years,18,DL
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,32,3938,Mental health not good for >=14 days among adults aged >=18 Years,18.6,CL
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,32.8,2714,Mental health not good for >=14 days among adults aged >=18 Years,24.5,FE
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,29.3,6554,Mental health not good for >=14 days among adults aged >=18 Years,18.4,CU
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,29.6,4586,Mental health not good for >=14 days among adults aged >=18 Years,18.5,EM
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,31.2,4409,Mental health not good for >=14 days among adults aged >=18 Years,24.3,FF
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,30.6,5273,Mental health not good for >=14 days among adults aged >=18 Years,19.6,ES
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,28.9,6769,Mental health not good for >=14 days among adults aged >=18 Years,18.2,BV
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,33.1,5350,Mental health not good for >=14 days among adults aged >=18 Years,21.2,EP
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,27.3,3488,Mental health not good for >=14 days among adults aged >=18 Years,8,AH
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,29.4,4362,Mental health not good for >=14 days among adults aged >=18 Years,8,AH
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,28.4,4341,Mental health not good for >=14 days among adults aged >=18 Years,7.9,K
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,30.7,3586,Mental health not good for >=14 days among adults aged >=18 Years,8.2,N
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,26.8,4675,Mental health not good for >=14 days among adults aged >=18 Years,7.3,EA
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,27.6,2744,Mental health not good for >=14 days among adults aged >=18 Years,7.7,CP
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,26.7,2818,Mental health not good for >=14 days among adults aged >=18 Years,7.1,DE
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,30,3290,Mental health not good for >=14 days among adults aged >=18 Years,7.4,EI
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,30.2,3233,Mental health not good for >=14 days among adults aged >=18 Years,7.2,DC
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,26.8,3662,Mental health not good for >=14 days among adults aged >=18 Years,7.3,EA
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,27.6,3660,Mental health not good for >=14 days among adults aged >=18 Years,7.6,DV
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,29.3,6092,Mental health not good for >=14 days among adults aged >=18 Years,7.2,DC
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,27.3,3567,Mental health not good for >=14 days among adults aged >=18 Years,8.2,N
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,27.6,3563,Mental health not good for >=14 days among adults aged >=18 Years,7.7,CP
2015,CA,California,Los Angeles,Health Outcomes,High blood pressure among adults aged >=18 Years,28,3759,Mental health not good for >=14 days among adults aged >=18 Years,7,DD
